_id,Date,Rain,Temp Max,Temp Min
360,1951-12-26T00:00:00,"",30.30999947,15.13000011
361,1951-12-27T00:00:00,"",30.45999908,15.03999996
362,1951-12-28T00:00:00,"",30.22999954,14.94999981
363,1951-12-29T00:00:00,"",30.27000046,14.81999969
364,1951-12-30T00:00:00,"",30.07999992,14.93999958
365,1951-12-31T00:00:00,"",30.04000092,14.85999966
366,1952-01-01T00:00:00,"",29.70000076,14.56999969
367,1952-02-01T00:00:00,"",29.70000076,14.43999958
368,1952-03-01T00:00:00,"",29.44000053,14.44999981
369,1952-04-01T00:00:00,"",29.73999977,14.64999962
370,1952-05-01T00:00:00,"",30.04999924,14.77999973
371,1952-06-01T00:00:00,"",30.06999969,15
372,1952-07-01T00:00:00,"",30.18000031,15.22000027
373,1952-08-01T00:00:00,"",29.28000069,14.84000015
374,1952-09-01T00:00:00,"",28.37000084,12.30000019
375,1952-10-01T00:00:00,"",28.57999992,12.69999981
376,1952-11-01T00:00:00,"",29.15999985,13.52999973
377,1952-12-01T00:00:00,"",29.32999992,14.23999977
378,1952-01-13T00:00:00,"",31.11000061,14.18999958
379,1952-01-14T00:00:00,"",31.85000038,14.13000011
380,1952-01-15T00:00:00,"",29.76000023,14.60999966
381,1952-01-16T00:00:00,"",29.70999908,14.01000023
382,1952-01-17T00:00:00,"",30.21999931,15.38000011
383,1952-01-18T00:00:00,"",31.96999931,15.27999973
384,1952-01-19T00:00:00,"",33.54999924,17.31999969
385,1952-01-20T00:00:00,"",33.36999893,15.64000034
386,1952-01-21T00:00:00,"",32.38999939,14.96000004
387,1952-01-22T00:00:00,"",32.18999863,13.93999958
388,1952-01-23T00:00:00,"",32.61000061,14.10999966
389,1952-01-24T00:00:00,"",32.31999969,14.02000046
390,1952-01-25T00:00:00,"",31.87999916,15.25
391,1952-01-26T00:00:00,"",32.56000137,15.73999977
392,1952-01-27T00:00:00,"",31.79999924,14.86999989
393,1952-01-28T00:00:00,"",32.31000137,15.35999966
394,1952-01-29T00:00:00,"",31.87000084,15.60000038
395,1952-01-30T00:00:00,"",31.84000015,15.32999992
396,1952-01-31T00:00:00,"",31.54999924,14.80000019
397,1952-01-02T00:00:00,"",31.87000084,14.43000031
398,1952-02-02T00:00:00,"",31.11000061,16.34000015
399,1952-03-02T00:00:00,"",30.88999939,15.22999954
400,1952-04-02T00:00:00,"",29.47999954,15.17000008
401,1952-05-02T00:00:00,"",29.22999954,14.47999954
402,1952-06-02T00:00:00,"",29.96999931,14.93999958
403,1952-07-02T00:00:00,"",30.31999969,15.18999958
404,1952-08-02T00:00:00,"",31.38999939,16.65999985
405,1952-09-02T00:00:00,"",32.06000137,17.52000046
406,1952-10-02T00:00:00,"",30.71999931,17.15999985
407,1952-11-02T00:00:00,"",30.96999931,17.01000023
408,1952-12-02T00:00:00,"",33.75,17.19000053
409,1952-02-13T00:00:00,"",32.5,17.22999954
410,1952-02-14T00:00:00,"",31.61000061,17.29999924
411,1952-02-15T00:00:00,"",31.52000046,18.97999954
412,1952-02-16T00:00:00,"",31.48999977,17.27000046
413,1952-02-17T00:00:00,"",30.12000084,16.95000076
414,1952-02-18T00:00:00,"",30.36000061,16.37000084
415,1952-02-19T00:00:00,"",31.46999931,16.10000038
416,1952-02-20T00:00:00,"",32.66999817,16.46999931
417,1952-02-21T00:00:00,"",32.27999878,16.93000031
418,1952-02-22T00:00:00,"",31.95000076,16.19000053
419,1952-02-23T00:00:00,"",32.02000046,15.39999962
420,1952-02-24T00:00:00,"",33.77999878,16.39999962
421,1952-02-25T00:00:00,"",34.86999893,15.96000004
422,1952-02-26T00:00:00,"",34.99000168,16.05999947
423,1952-02-27T00:00:00,"",33.11999893,15.85999966
424,1952-02-28T00:00:00,"",33.93000031,17
425,1952-02-29T00:00:00,"",32.77999878,18.30999947
426,1952-01-03T00:00:00,"",31.88999939,16.51000023
427,1952-02-03T00:00:00,"",29.97999954,16.84000015
428,1952-03-03T00:00:00,"",31.38999939,15.97000027
429,1952-04-03T00:00:00,"",33.31999969,16.37000084
430,1952-05-03T00:00:00,"",34.18999863,17.26000023
431,1952-06-03T00:00:00,"",33.00999832,17.89999962
432,1952-07-03T00:00:00,"",31.88999939,17.98999977
433,1952-08-03T00:00:00,"",32.06999969,17.5
434,1952-09-03T00:00:00,"",31.54000092,17.5
435,1952-10-03T00:00:00,"",31.79999924,17.78000069
436,1952-11-03T00:00:00,"",32.27000046,17.48999977
437,1952-12-03T00:00:00,"",33.33000183,17.57999992
438,1952-03-13T00:00:00,"",33.86000061,18.47999954
439,1952-03-14T00:00:00,"",33.97000122,18.43000031
440,1952-03-15T00:00:00,"",33.24000168,19.17000008
441,1952-03-16T00:00:00,"",32.02000046,17.63999939
442,1952-03-17T00:00:00,"",30.98999977,16.37999916
443,1952-03-18T00:00:00,"",32.25999832,16.78000069
444,1952-03-19T00:00:00,"",34.84000015,16.68000031
445,1952-03-20T00:00:00,"",34.79000092,16.95000076
446,1952-03-21T00:00:00,"",35.00999832,17.75
447,1952-03-22T00:00:00,"",34.59000015,19.51000023
448,1952-03-23T00:00:00,"",32.86000061,18.82999992
449,1952-03-24T00:00:00,"",33.29000092,18.26000023
450,1952-03-25T00:00:00,"",34.02000046,18.86000061
451,1952-03-26T00:00:00,"",34.65000153,19.48999977
452,1952-03-27T00:00:00,"",35.41999817,20.38999939
453,1952-03-28T00:00:00,"",35.99000168,21.05999947
454,1952-03-29T00:00:00,"",35.20999908,22.93000031
455,1952-03-30T00:00:00,"",34.83000183,20.85000038
456,1952-03-31T00:00:00,"",33.65000153,20.76000023
457,1952-01-04T00:00:00,"",33.99000168,21.13999939
458,1952-02-04T00:00:00,"",34.13999939,22.12000084
459,1952-03-04T00:00:00,"",34.11000061,21.29999924
460,1952-04-04T00:00:00,"",33.27999878,20.77000046
461,1952-05-04T00:00:00,"",32.75,20.90999985
462,1952-06-04T00:00:00,"",32.47000122,20.87000084
463,1952-07-04T00:00:00,"",33.20000076,21.70000076
464,1952-08-04T00:00:00,"",32.99000168,20.59000015
465,1952-09-04T00:00:00,"",33.13999939,21.38999939
466,1952-10-04T00:00:00,"",34.29000092,23.39999962
467,1952-11-04T00:00:00,"",34.34000015,22.54000092
468,1952-12-04T00:00:00,"",34.50999832,22.56999969
469,1952-04-13T00:00:00,"",35.65999985,22.79000092
470,1952-04-14T00:00:00,"",36.95999908,24.46999931
471,1952-04-15T00:00:00,"",36.68999863,23.61000061
472,1952-04-16T00:00:00,"",35.68999863,23.59000015
473,1952-04-17T00:00:00,"",34.99000168,23.29000092
474,1952-04-18T00:00:00,"",35.11999893,23.37999916
475,1952-04-19T00:00:00,"",35.18000031,24.10000038
